Season,DayNum,TeamAID,TeamBID,target,SiteAdvantage,RoundNum,eff_margin_diff,def_eff_edge,off_eff_diff,tov_rate_edge,avg_margin_diff,three_point_pct_diff,three_point_rate_diff,three_point_volatility_edge,opp_three_point_volatility_edge,momentum_edge,predictive_rank_edge,seed_edge,seed_strength_interaction,a_offense_vs_b_defense,b_offense_vs_a_defense,underdog_a_offense_vs_b_defense,seed_a_offense_vs_b_defense,tempo_diff,abs_tempo_diff,underdog_three_point_rate,underdog_tempo_diff,site_advantage,defense_round_pressure
2026,17,1416,1338,1,0,1,-7.933574864282036,-17.29914659633056,9.365571732048522,-0.005790626195566695,-3.0,0.09481733220050975,-0.041630185782649876,-0.008468898085402656,-0.003198066791177814,0.07500000000000001,12.0,0.0,-0.0,27.331941378498655,0.6672230501195742,27.331941378498655,0.0,10.768749999999997,10.768749999999997,0.3554817275747508,10.768749999999997,0,-0.0
2026,18,1155,1452,1,0,1,10.59902558439714,-6.480284317950762,17.0793099023479,0.03904429418822708,14.5,-0.02438700245863512,0.10069843092231157,0.0035940729062202033,0.007216100182424188,-0.245,35.0,0.0,0.0,42.79392958843745,19.234335368138787,0.0,0.0,17.12625,17.12625,-0.376865671641791,-17.12625,0,-0.0
2026,18,1208,1462,1,0,1,47.472135771738905,23.613225275103446,23.85891049663546,0.024842054398058894,36.46666666666666,-0.09420289855072467,-0.005447809980387908,-0.005174164309458445,-0.01814482597951129,0.34,76.0,0.0,0.0,21.315054785637074,21.06936956410506,0.0,0.0,-42.275000000000006,42.275000000000006,-0.46153846153846156,42.275000000000006,0,0.0
2026,18,1246,1259,1,1,1,26.16780897478239,10.36595904104152,15.801849933740868,0.009979777265688466,50.66666666666667,0.0288461538461538,0.03798309646975423,0.0017855512718260233,-0.01366543971436486,0.415,287.0,0.0,0.0,12.293202112871114,6.857311220171766,0.0,0.0,-225.2666666666666,225.2666666666666,-0.4134275618374558,225.2666666666666,1,0.0
2026,18,1304,1243,1,0,1,11.076601906976947,12.155856608020343,-1.0792547010433964,0.027112372099816567,3.8000000000000007,-0.07776639344262298,0.13823051948051945,0.0009385737944640725,0.010301510481823819,-0.07500000000000001,20.0,0.0,0.0,16.573832607925283,29.808943916989023,0.0,0.0,-4.640000000000001,4.640000000000001,-0.38125,4.640000000000001,0,0.0
2026,18,1345,1403,1,0,1,3.7185552471624845,-3.154464188430751,6.8730194355932355,0.013954295878831402,-3.25,0.025879917184265022,-0.05598163030998854,0.0027421033633160995,-0.0001728243807847217,0.16999999999999998,11.0,0.0,0.0,26.682227476761412,16.654743852737425,0.0,0.0,-22.908750000000012,22.908750000000012,-0.48059701492537316,22.908750000000012,0,-0.0
2026,18,1417,1342,1,1,1,27.11933021159362,14.275494194264539,12.843836017329082,0.031162022959604574,39.75,0.08823529411764708,0.026356305380002387,0.017043128087759072,-0.013567176598802638,0.2966666666666667,263.0,0.0,0.0,1.8265907620088484,3.2582489389443055,0.0,0.0,-103.3375,103.3375,-0.3217665615141956,103.3375,1,0.0
2026,19,1131,1217,1,0,1,-14.816701338592821,-12.327824641297966,-2.488876697294856,0.0382655514731747,-18.5,-0.06519742883379248,0.03622087132725432,-0.02110886326841253,-0.009966590723863964,-0.16999999999999996,-102.0,0.0,-0.0,4.005149141499118,-5.833798802503992,4.005149141499118,0.0,53.52916666666668,53.52916666666668,0.42907801418439717,53.52916666666668,0,-0.0
2026,19,1228,1254,1,1,1,34.976588639067955,8.8685003613911,26.108088277676856,0.07247148644286555,37.0,0.010664479081214095,0.23109551418980775,0.02771476791816826,0.008867308364470482,0.09500000000000003,241.0,0.0,0.0,20.533572910865843,3.293984994580086,0.0,0.0,-30.94374999999998,30.94374999999998,-0.23793103448275862,30.94374999999998,1,0.0
2026,19,1233,1333,1,0,1,10.630309051045984,6.521328170671509,4.1089808803744745,0.018489605243635437,9.5,0.07131064262128523,-0.07791438118655819,-0.00513084834204588,-0.004765329924566271,0.20750000000000005,-56.0,0.0,0.0,0.6422947235662804,3.0546420138633152,0.0,0.0,-14.354166666666643,14.354166666666643,-0.48627450980392156,14.354166666666643,0,0.0
2026,19,1245,1156,1,1,1,22.228653301755344,12.152270613779677,10.076382687975666,0.012280324061306996,74.4,0.019105984138428234,-0.04471261350159783,-0.006153404360646249,0.004408973669520805,0.6133333333333334,128.0,0.0,0.0,-6.594206155107855,-4.518318229303844,-0.0,-0.0,-284.82,284.82,-0.49829351535836175,284.82,1,0.0
2026,19,1266,1141,1,1,1,14.21428561557191,8.905807033826065,5.308478581745845,0.011869737811878195,25.333333333333332,-0.01044453591273925,0.05718765260749997,0.003959099192628847,-0.00017038587023624277,0.15999999999999998,215.0,0.0,0.0,-0.07854366252324496,3.5187847895569746,-0.0,-0.0,-15.545833333333348,15.545833333333348,-0.38047138047138046,15.545833333333348,1,0.0
2026,19,1318,1182,1,0,1,-11.984000377449263,-0.08789351191489914,-11.896106865534364,0.038386268573990606,-13.0,-0.0627279936558287,-0.10340136054421772,0.00040333836518154434,-0.012723034303156147,-0.33999999999999997,-81.0,0.0,-0.0,-3.625575887551051,8.182637466068414,-3.625575887551051,-0.0,79.88749999999997,79.88749999999997,0.3299319727891156,79.88749999999997,0,-0.0
