Season,TeamID,TeamName,ConfAbbrev,Description,Seed,seed_num,win_pct,off_eff,def_eff,eff_margin,tempo,tov_rate,three_point_rate,three_point_pct,three_point_pct_var,opp_three_point_pct_var,three_point_dependency,avg_margin,close_game_win_pct,road_neutral_win_pct,recent10_win_pct,schedule_strength,conference_strength,conference_tourney_win_pct,conference_champion,seed_history_score,unique_city_count,unique_state_count,resume_score,strength_score,defense_score,variance_upside_score,variance_risk_score,stability_score,context_score,momentum_score,pom_rank,model_score,team_logit_rating,team_win_prob_vs_avg
2026,1181,Duke,acc,Atlantic Coast Conference,W01,1.0,0.9411764705882353,120.79870480302213,92.52914431012563,28.269560492896503,68.125,0.1493793847814355,0.4438260354916299,0.35204576136077925,0.006596686639579839,0.008141119692791198,0.3299441479736997,19.147058823529413,0.7142857142857143,0.8947368421052632,1.0,6.790180738264335,7.196357243506039,1.0,1.0,5.311582840015431,16.0,11.0,2.145336926275858,2.546029647999009,2.257289351725821,1.047001982033569,-0.6021989922614652,1.0720799864822652,1.1050962897272407,0.45714285714285713,1.0,3.927483101281594,3.927483101281594,0.9806871552903946
2026,1112,Arizona,big_twelve,Big 12 Conference,Z01,1.0,0.9411764705882353,119.34034816089965,93.55064493550645,25.789703225393197,72.18602941176471,0.1458649526855653,0.26873209514705276,0.35176537628371857,0.010112611308082026,0.008509780500717257,0.2048382865226841,17.352941176470587,0.7142857142857143,0.9411764705882353,0.9,5.841730792356258,7.6299892434371515,1.0,1.0,5.311582840015431,16.0,11.0,2.1301725821708324,2.328533288106479,2.05732539992402,0.13506170365281028,-0.9501185631152629,0.9797875835715407,1.1773449051241196,0.37214285714285716,3.0,3.643687422886513,3.643687422886513,0.9745109652922599
2026,1211,Gonzaga,wcc,West Coast Conference,Z03,3.0,0.9090909090909091,119.06452330744207,91.7912570724152,27.273266235026867,71.49166666666666,0.13224681834076868,0.3111807014853419,0.33753142419517435,0.01116180896246924,0.012660546073658978,0.23223582566381487,19.12121212121212,1.0,0.8333333333333334,0.8,0.7299005057370713,2.493886012807588,1.0,1.0,3.4083488109094446,14.0,6.0,1.9713176395820187,2.391285639434883,1.7554242138982352,0.054271665966828475,-0.35691512656517616,1.4646785374672087,0.47637662951523607,0.33,10.0,3.575263965289777,3.575263965289777,0.9727550458869285
2026,1276,Michigan,big_ten,Big Ten Conference,Y01,1.0,0.9117647058823529,118.8298161398424,94.99969719603529,23.830118943807122,73.06544117647059,0.1598083909468748,0.41627411245830953,0.36099112965323676,0.013775225058186354,0.008175013058634982,0.30792389374599854,17.61764705882353,0.7777777777777778,0.8947368421052632,0.8,7.051954957664607,7.029478090420278,0.6666666666666666,0.0,5.311582840015431,16.0,12.0,2.1377547542233453,2.217082246207122,1.9889473202967936,1.0664083790823602,0.2538882763944774,0.2777686518081641,1.0835472442330545,0.2966666666666667,2.0,3.4279590383641394,3.4279590383641394,0.9685669901123274
2026,1228,Illinois,big_ten,Big Ten Conference,X03,3.0,0.75,123.55989794867686,102.9457507229013,20.614147225775568,68.28671875,0.12539041495532394,0.508590406175877,0.3429808020883581,0.0058579252500602485,0.005922758074800777,0.3864883469690579,14.5625,0.14285714285714285,0.6666666666666666,0.5,5.429633940631933,7.029478090420278,0.0,0.0,3.4083488109094446,14.0,12.0,1.9940641557395578,2.262030843985562,1.017029586593709,1.1776164566699625,-0.4528633632742014,1.443983585671828,1.0037226828295458,-0.05357142857142857,7.0,3.4060517221618793,3.4060517221618793,0.9678931321691538
2026,1196,Florida,sec,Southeastern Conference,X01,1.0,0.7878787878787878,118.48174578550005,97.60606340696921,20.87568237853084,73.25,0.1547212741751991,0.3748704306724302,0.31114067882389396,0.006841050029300301,0.01482911541905185,0.2558476336128077,14.787878787878787,0.3333333333333333,0.6666666666666666,0.9,6.74959202759355,8.124268224850736,0.5,0.0,5.311582840015431,16.0,13.0,2.122590410118319,2.021608021268185,1.458177058687471,-0.06149618541088575,-0.6651303572047766,0.6554916306718788,1.1450925422589269,0.315,4.0,3.365153329081072,3.365153329081072,0.9665975614590968
2026,1345,Purdue,big_ten,Big Ten Conference,Z02,2.0,0.7714285714285715,122.8969802517711,105.77109497856573,17.12588527320537,66.44357142857143,0.12814310747035615,0.40806087186486284,0.382017637045665,0.006269200694760119,0.011309699070472804,0.34005309351035073,11.514285714285714,0.5,0.8333333333333334,0.6,6.612676653915498,7.029478090420278,1.0,1.0,4.227543130286291,14.0,11.0,2.0393718527976556,2.0285083650357523,0.6097838437216615,1.3835282760289962,-0.3820730159267176,1.2066504373470537,1.0620560161628791,0.08499999999999998,8.0,3.0967873548957447,3.0967873548957447,0.9567600319115651
2026,1235,Iowa St,big_twelve,Big 12 Conference,Y02,2.0,0.7941176470588235,117.2131838489421,95.08376171107844,22.129422137863656,69.78235294117647,0.14203827025204419,0.38809995811852105,0.38140309787736515,0.011327611174551113,0.008828453660229836,0.32894977721931923,16.647058823529413,0.8,0.6470588235294118,0.6,3.6193307229039,7.6299892434371515,0.6666666666666666,0.0,4.227543130286291,14.0,11.0,2.054536196902682,2.031838561699865,1.7054805311834274,1.2731478596948549,0.09647896972112614,0.9825882973745529,1.0744037286535315,0.12999999999999998,6.0,3.0267976535177477,3.0267976535177477,0.9537701781029299
2026,1222,Houston,big_twelve,Big 12 Conference,X02,2.0,0.8235294117647058,115.78656955250234,94.46660846309413,21.31996108940821,66.62867647058823,0.11786128124482702,0.4075587542106246,0.3525080502233196,0.007941055112449321,0.006675123739916707,0.342094164826107,14.294117647058824,0.42857142857142855,0.7222222222222222,0.6,4.559614366326002,7.6299892434371515,0.6666666666666666,0.0,4.227543130286291,14.0,10.0,2.0621183689551947,1.8860817076890333,1.913198193163607,0.8475971162244273,-0.4207454814581842,1.9768045873531939,1.100710918196015,0.07428571428571426,5.0,2.9758059652545117,2.9758059652545117,0.9514690751833499
2026,1163,Connecticut,big_east,Big East Conference,W02,2.0,0.8529411764705882,114.96258807617635,96.03122966818478,18.931358407991567,67.41323529411765,0.15313802054928993,0.4031945996861007,0.3475107672529231,0.011075511599081843,0.010843410828943046,0.31559896643490576,12.382352941176471,0.8888888888888888,0.8235294117647058,0.7,4.058274705886559,4.999517807596834,0.6666666666666666,0.0,4.227543130286291,13.0,13.0,2.0090431645876037,1.7007628869385907,1.5655738296864534,0.7205392742060648,0.09380372770950382,0.5809079700216245,0.7964965965984647,0.22833333333333328,12.0,2.7458254023039443,2.7458254023039443,0.9396771507978772
